"","Gemeinde","E_KOORD","N_KOORD","RELI","B21BTOT","B20BTOT","B19BTOT","B18BTOT","B17BTOT","B16BTOT","B15BTOT","B14BTOT","B13BTOT","B12BTOT","B11BTOT"
"3352","Gebenstorf",2661100,1260200,66112602,26,25,27,27,27,31,32,31,32,32,26
"3353","Turgi",2661100,1260200,66112602,26,25,27,27,27,31,32,31,32,32,26
"3354","Gebenstorf",2661100,1260100,66112601,11,15,15,15,15,16,17,17,15,15,15
"3355","Gebenstorf",2661100,1258900,66112589,15,12,10,9,10,10,12,14,16,16,16
"3356","Gebenstorf",2661100,1258800,66112588,26,29,29,29,29,27,26,29,26,25,25
"3357","Gebenstorf",2661100,1258700,66112587,6,6,6,6,6,6,6,9,9,6,5
"3358","Gebenstorf",2661100,1258600,66112586,7,8,7,7,4,6,6,7,8,5,6
"3359","Birmenstorf (AG)",2661100,1257300,66112573,12,8,9,10,10,10,10,13,13,12,12
"3360","Birmenstorf (AG)",2661100,1257200,66112572,41,46,46,44,38,39,36,33,33,35,33
"3361","Birmenstorf (AG)",2661100,1257100,66112571,27,28,36,35,35,35,36,23,23,34,35
"3362","Birmenstorf (AG)",2661100,1257000,66112570,58,49,49,46,52,55,62,55,58,35,33
"3363","Birmenstorf (AG)",2661100,1256900,66112569,36,31,35,34,32,35,34,35,35,35,36
"3364","Birmenstorf (AG)",2661100,1256800,66112568,39,38,38,37,37,41,37,36,34,35,33
"3365","Birmenstorf (AG)",2661100,1256700,66112567,44,47,45,41,42,38,36,33,34,35,33
"3366","Würenlingen",2661000,1264600,66102646,38,34,32,32,32,31,32,33,30,30,30
"3367","Würenlingen",2661000,1264500,66102645,71,87,87,86,82,85,80,84,83,80,73
"3368","Würenlingen",2661000,1264400,66102644,81,62,60,66,70,72,70,69,71,71,72
"3369","Würenlingen",2661000,1264300,66102643,12,11,11,10,8,12,11,8,8,8,8
"3370","Würenlingen",2661000,1264100,66102641,12,13,13,13,15,14,15,18,18,18,18
"3371","Würenlingen",2661000,1264000,66102640,11,14,13,13,10,10,11,12,12,12,12
"3372","Untersiggenthal",2661000,1262000,66102620,3,3,3,3,3,3,3,3,3,3,3
"3373","Untersiggenthal",2661000,1261900,66102619,3,3,3,3,3,3,3,3,3,3,3
"3374","Untersiggenthal",2661000,1261800,66102618,26,27,28,25,27,27,27,26,23,24,24
"3375","Untersiggenthal",2661000,1261700,66102617,11,13,13,13,13,13,13,14,14,16,16
"3376","Untersiggenthal",2661000,1261600,66102616,6,4,4,4,5,5,5,5,5,5,5
"3377","Untersiggenthal",2661000,1261200,66102612,85,68,61,51,44,51,46,47,55,58,60
"3378","Untersiggenthal",2661000,1261100,66102611,9,9,8,8,10,10,9,9,10,10,8
"3379","Untersiggenthal",2661000,1261000,66102610,3,4,4,3,3,3,3,3,3,4,4
"3380","Gebenstorf",2661000,1260600,66102606,24,24,21,17,15,17,17,17,24,25,24
"3381","Turgi",2661000,1260600,66102606,24,24,21,17,15,17,17,17,24,25,24
"3382","Gebenstorf",2661000,1260500,66102605,7,7,6,6,6,6,5,5,6,7,7
"3383","Turgi",2661000,1260500,66102605,7,7,6,6,6,6,5,5,6,7,7
"3384","Gebenstorf",2661000,1260400,66102604,37,31,32,36,37,36,39,39,44,43,44
"3385","Turgi",2661000,1260400,66102604,37,31,32,36,37,36,39,39,44,43,44
"3386","Gebenstorf",2661000,1260300,66102603,78,72,74,66,65,65,62,68,71,68,66
"3387","Gebenstorf",2661000,1260200,66102602,28,30,31,28,31,39,38,35,36,41,36
"3388","Gebenstorf",2661000,1260100,66102601,19,23,23,22,23,24,21,23,24,26,26
"3389","Gebenstorf",2661000,1259000,66102590,11,10,9,7,7,10,7,9,9,9,9
"3390","Gebenstorf",2661000,1258900,66102589,27,30,29,34,30,34,34,28,29,29,33
"3391","Gebenstorf",2661000,1258800,66102588,23,30,31,32,32,33,32,30,30,30,30
"3392","Gebenstorf",2661000,1258700,66102587,18,8,9,8,7,4,5,5,7,5,4
"3393","Birmenstorf (AG)",2661000,1257400,66102574,3,5,6,6,6,6,6,4,4,4,4
"3394","Birmenstorf (AG)",2661000,1257300,66102573,30,31,34,36,37,36,36,41,44,42,42
"3395","Birmenstorf (AG)",2661000,1257200,66102572,30,30,31,33,29,24,27,28,28,28,30
"3396","Birmenstorf (AG)",2661000,1257100,66102571,38,38,38,48,44,42,42,49,45,34,35
"3397","Birmenstorf (AG)",2661000,1257000,66102570,59,56,59,53,53,68,67,70,64,61,68
"3398","Birmenstorf (AG)",2661000,1256900,66102569,26,27,24,23,26,26,24,30,31,33,30
"3399","Birmenstorf (AG)",2661000,1256800,66102568,100,96,97,94,92,63,64,58,57,60,58
"3400","Wohlenschwil",2661000,1252400,66102524,4,4,4,4,3,3,4,4,3,3,3
"3401","Würenlingen",2660900,1264500,66092645,15,15,16,17,21,21,16,22,20,21,21
"3402","Würenlingen",2660900,1264400,66092644,38,38,41,41,44,43,46,47,42,39,40
"3403","Würenlingen",2660900,1264100,66092641,14,11,12,12,11,17,16,18,13,16,15
"3404","Würenlingen",2660900,1264000,66092640,51,51,46,47,48,41,38,20,28,30,30
"3405","Würenlingen",2660900,1263900,66092639,29,29,29,29,29,29,29,29,29,29,29
"3406","Untersiggenthal",2660900,1261300,66092613,34,30,36,37,36,36,36,38,22,22,21
"3407","Untersiggenthal",2660900,1261200,66092612,52,53,57,65,57,57,59,59,76,76,78
"3408","Untersiggenthal",2660900,1261100,66092611,14,15,15,17,18,16,15,15,16,15,15
"3409","Untersiggenthal",2660900,1261000,66092610,9,8,7,9,6,13,11,14,15,15,15
"3410","Gebenstorf",2660900,1260600,66092606,6,6,6,6,5,5,4,4,3,3,3
"3411","Turgi",2660900,1260600,66092606,6,6,6,6,5,5,4,4,3,3,3
"3412","Gebenstorf",2660900,1260500,66092605,45,31,33,36,35,37,37,34,36,34,35
"3413","Gebenstorf",2660900,1260400,66092604,127,143,141,147,155,158,158,148,157,155,150
"3414","Gebenstorf",2660900,1260300,66092603,102,96,97,94,94,99,89,86,87,86,86
"3415","Gebenstorf",2660900,1260200,66092602,9,7,10,10,10,10,11,14,15,16,16
"3416","Gebenstorf",2660900,1260100,66092601,20,19,19,20,21,25,26,23,23,23,22
"3417","Gebenstorf",2660900,1259200,66092592,3,3,3,3,3,3,3,3,4,4,4
"3418","Gebenstorf",2660900,1259100,66092591,43,42,46,44,21,20,11,3,3,5,5
"3419","Gebenstorf",2660900,1259000,66092590,16,17,20,20,18,17,19,15,22,22,21
"3420","Gebenstorf",2660900,1258900,66092589,25,28,28,28,29,31,31,31,31,29,31
"3421","Gebenstorf",2660900,1258800,66092588,32,33,28,28,31,29,29,27,32,32,31
"3422","Birmenstorf (AG)",2660900,1257500,66092575,3,5,5,6,8,9,9,7,7,8,8
"3423","Birmenstorf (AG)",2660900,1257400,66092574,46,43,43,43,43,45,43,43,44,47,47
"3424","Birmenstorf (AG)",2660900,1257300,66092573,37,42,42,43,43,44,47,44,44,43,44
"3425","Birmenstorf (AG)",2660900,1257200,66092572,47,42,46,44,41,47,40,40,43,44,45
"3426","Birmenstorf (AG)",2660900,1257100,66092571,58,79,81,84,85,86,82,71,73,67,59
"3427","Birmenstorf (AG)",2660900,1257000,66092570,108,89,92,95,91,93,95,102,111,115,117
"3428","Birmenstorf (AG)",2660900,1256900,66092569,64,72,68,68,62,67,51,39,39,34,38
"3429","Birmenstorf (AG)",2660900,1256800,66092568,53,54,51,50,42,32,33,26,27,23,22
"3430","Würenlingen",2660800,1264100,66082641,41,41,41,45,45,42,42,42,41,18,17
"3431","Würenlingen",2660800,1264000,66082640,90,91,87,96,91,91,95,67,45,47,43
"3432","Würenlingen",2660800,1263900,66082639,74,75,72,75,75,73,71,59,23,40,41
"3433","Würenlingen",2660800,1263800,66082638,69,74,72,79,80,75,72,71,72,70,69
"3434","Würenlingen",2660800,1263700,66082637,25,24,26,26,26,24,25,27,25,25,27
"3435","Untersiggenthal",2660800,1261200,66082612,51,52,53,54,54,54,54,58,56,58,57
"3436","Untersiggenthal",2660800,1261000,66082610,6,6,6,7,6,6,6,6,6,6,6
"3437","Untersiggenthal",2660800,1260900,66082609,3,3,3,3,3,3,3,3,3,3,3
"3438","Gebenstorf",2660800,1260500,66082605,46,51,49,46,41,43,40,41,40,40,30
"3439","Gebenstorf",2660800,1260400,66082604,65,71,74,67,69,63,21,23,21,23,24
"3440","Gebenstorf",2660800,1260300,66082603,22,22,22,22,22,22,22,22,22,22,22
"3441","Gebenstorf",2660800,1260100,66082601,14,7,8,9,8,9,11,15,15,12,10
"3442","Gebenstorf",2660800,1260000,66082600,8,11,14,12,16,16,13,13,14,16,17
"3443","Gebenstorf",2660800,1259300,66082593,34,35,34,36,32,33,33,34,33,35,32
"3444","Gebenstorf",2660800,1259200,66082592,45,39,40,37,38,38,38,46,40,39,37
"3445","Gebenstorf",2660800,1259100,66082591,29,30,29,26,23,22,19,22,21,21,21
"3446","Gebenstorf",2660800,1259000,66082590,26,26,25,25,21,18,22,23,22,12,14
"3447","Gebenstorf",2660800,1258900,66082589,56,56,57,57,57,56,53,27,24,25,26
"3448","Gebenstorf",2660800,1258800,66082588,27,24,24,25,25,28,29,27,27,30,29
"3449","Birmenstorf (AG)",2660800,1258400,66082584,3,3,3,3,4,4,7,6,7,7,5
"3450","Gebenstorf",2660800,1258400,66082584,3,3,3,3,4,4,7,6,7,7,5
"3451","Birmenstorf (AG)",2660800,1257500,66082575,3,15,15,18,15,16,16,3,3,3,3
"3452","Birmenstorf (AG)",2660800,1257400,66082574,31,24,23,24,20,24,24,32,30,33,33
"3453","Birmenstorf (AG)",2660800,1257300,66082573,23,15,15,15,15,15,15,24,26,26,26
"3454","Birmenstorf (AG)",2660800,1257200,66082572,20,34,36,36,37,36,38,39,40,40,39
"3455","Birmenstorf (AG)",2660800,1257100,66082571,99,75,78,80,85,88,89,62,46,49,47
"3456","Birmenstorf (AG)",2660800,1257000,66082570,59,64,67,66,62,69,70,58,43,50,49
"3457","Birmenstorf (AG)",2660800,1256900,66082569,54,68,61,59,57,56,57,69,71,70,73
"3458","Birmenstorf (AG)",2660800,1256800,66082568,18,15,16,17,16,16,16,15,15,14,12
"3459","Würenlingen",2660700,1264100,66072641,32,34,36,31,34,34,35,35,33,56,58
"3460","Würenlingen",2660700,1264000,66072640,44,39,38,35,37,38,39,41,43,47,44
"3461","Würenlingen",2660700,1263900,66072639,58,63,60,58,61,60,54,56,36,31,27
"3462","Würenlingen",2660700,1263800,66072638,27,25,25,24,25,25,24,21,22,23,23
"3463","Würenlingen",2660700,1263700,66072637,66,65,51,42,44,47,47,48,45,42,42
"3464","Würenlingen",2660700,1263600,66072636,109,89,81,82,82,77,82,81,83,84,96
"3465","Würenlingen",2660700,1263500,66072635,47,65,52,44,46,50,51,47,51,34,35
"3466","Untersiggenthal",2660700,1263400,66072634,9,9,8,8,9,8,8,8,6,6,5
"3467","Würenlingen",2660700,1263400,66072634,9,9,8,8,9,8,8,8,6,6,5
"3468","Untersiggenthal",2660700,1261700,66072617,3,3,3,3,3,3,3,3,3,3,3
"3469","Untersiggenthal",2660700,1261300,66072613,3,3,3,3,3,3,3,3,3,3,3
"3470","Gebenstorf",2660700,1260600,66072606,4,4,4,4,4,4,4,4,4,4,4
"3471","Gebenstorf",2660700,1260400,66072604,100,100,100,100,100,100,100,100,100,100,100
"3472","Gebenstorf",2660700,1260300,66072603,79,79,79,79,79,79,79,79,79,79,79
"3473","Gebenstorf",2660700,1260200,66072602,6,6,6,6,6,6,6,6,6,6,6
"3474","Gebenstorf",2660700,1260000,66072600,55,47,50,51,47,51,49,49,45,47,41
"3475","Gebenstorf",2660700,1259900,66072599,30,28,19,21,16,14,16,11,13,10,14
"3476","Gebenstorf",2660700,1259800,66072598,23,23,23,23,18,22,17,19,19,18,20
"3477","Gebenstorf",2660700,1259700,66072597,58,56,57,54,52,50,51,31,32,33,51
"3478","Gebenstorf",2660700,1259600,66072596,33,36,47,49,45,42,44,45,43,44,46
"3479","Gebenstorf",2660700,1259500,66072595,29,27,27,28,28,22,19,12,13,13,13
"3480","Gebenstorf",2660700,1259400,66072594,27,26,19,22,20,21,24,39,40,18,18
"3481","Gebenstorf",2660700,1259300,66072593,46,47,43,43,44,44,33,41,42,38,39
"3482","Gebenstorf",2660700,1259200,66072592,13,13,11,7,8,9,9,9,9,9,10
"3483","Gebenstorf",2660700,1259100,66072591,17,21,22,23,21,21,22,23,22,16,19
"3484","Gebenstorf",2660700,1259000,66072590,61,61,57,52,53,60,59,52,40,29,23
"3485","Gebenstorf",2660700,1258900,66072589,50,47,48,44,44,48,45,47,46,48,49
"3486","Gebenstorf",2660700,1258800,66072588,7,7,7,7,7,7,7,7,7,7,7
"3487","Birmenstorf (AG)",2660700,1257400,66072574,3,3,3,3,3,3,3,3,3,3,3
"3488","Birmenstorf (AG)",2660700,1257200,66072572,30,30,28,29,30,28,30,29,30,60,27
"3489","Birmenstorf (AG)",2660700,1257100,66072571,71,64,70,66,64,64,59,79,78,80,79
"3490","Birmenstorf (AG)",2660700,1257000,66072570,59,60,69,67,70,74,72,48,56,58,59
"3491","Birmenstorf (AG)",2660700,1256900,66072569,78,68,64,65,71,61,65,64,63,56,53
"3492","Mägenwil",2660700,1251400,66072514,18,21,20,20,20,19,16,22,19,19,19
"3493","Mägenwil",2660700,1251300,66072513,21,21,21,24,24,21,22,13,13,13,12
"3494","Würenlingen",2660600,1264000,66062640,3,3,3,3,3,3,3,3,3,8,8
"3495","Würenlingen",2660600,1263900,66062639,34,26,24,23,18,18,18,18,20,20,18
"3496","Würenlingen",2660600,1263800,66062638,44,50,54,49,49,50,41,40,36,28,28
"3497","Würenlingen",2660600,1263700,66062637,28,28,28,28,27,27,29,30,33,15,16
"3498","Würenlingen",2660600,1263600,66062636,57,43,46,42,42,43,45,45,43,66,67
"3499","Würenlingen",2660600,1263500,66062635,58,66,73,72,73,74,79,83,88,83,78
"3500","Untersiggenthal",2660600,1263400,66062634,75,79,78,75,79,75,73,74,69,81,82
"3501","Würenlingen",2660600,1263400,66062634,75,79,78,75,79,75,73,74,69,81,82
"3502","Untersiggenthal",2660600,1261800,66062618,8,8,8,6,8,8,6,4,4,4,4
"3503","Untersiggenthal",2660600,1261600,66062616,12,11,12,11,12,12,10,10,5,4,4
"3504","Gebenstorf",2660600,1260600,66062606,42,43,41,38,36,43,32,27,16,21,22
"3505","Gebenstorf",2660600,1260200,66062602,18,18,18,18,18,18,18,18,18,18,18
"3506","Gebenstorf",2660600,1260000,66062600,4,6,6,6,6,6,6,5,5,3,4
"3507","Gebenstorf",2660600,1259900,66062599,7,11,11,10,10,9,11,11,12,16,16
"3508","Gebenstorf",2660600,1259800,66062598,30,46,47,45,47,34,33,32,33,29,33
"3509","Gebenstorf",2660600,1259700,66062597,39,27,24,24,27,41,40,34,33,32,31
"3510","Gebenstorf",2660600,1259600,66062596,48,42,43,43,47,49,48,58,58,56,59
"3511","Gebenstorf",2660600,1259500,66062595,35,40,39,31,32,33,33,24,25,21,20
"3512","Gebenstorf",2660600,1259400,66062594,53,61,53,65,63,52,52,50,50,50,49
"3513","Gebenstorf",2660600,1259300,66062593,35,34,40,40,35,36,37,37,32,33,35
"3514","Gebenstorf",2660600,1259100,66062591,101,78,81,89,79,83,74,77,69,95,77
"3515","Gebenstorf",2660600,1259000,66062590,42,43,45,45,41,41,35,35,36,33,36
"3516","Gebenstorf",2660600,1258900,66062589,41,35,34,28,32,34,35,45,47,42,45
"3517","Gebenstorf",2660600,1258800,66062588,5,5,5,6,6,8,8,9,8,8,9
"3518","Birmenstorf (AG)",2660600,1257300,66062573,86,86,86,86,86,86,86,86,86,86,86
"3519","Birmenstorf (AG)",2660600,1257200,66062572,61,70,68,67,68,68,67,61,57,39,18
"3520","Birmenstorf (AG)",2660600,1257100,66062571,9,6,7,8,8,5,3,6,6,6,5
"3521","Birmenstorf (AG)",2660600,1257000,66062570,15,15,13,15,16,14,15,35,28,37,35
"3522","Birmenstorf (AG)",2660600,1256900,66062569,28,28,34,31,32,30,24,30,29,25,17
"3523","Mägenwil",2660600,1251400,66062514,26,25,23,26,25,26,27,25,26,27,27
"3524","Mägenwil",2660600,1251300,66062513,42,39,40,35,37,29,33,28,27,28,30
"3525","Würenlingen",2660500,1264000,66052640,3,3,3,3,3,3,3,3,3,3,3
"3526","Würenlingen",2660500,1263900,66052639,4,4,4,4,4,4,4,4,4,4,4
"3527","Würenlingen",2660500,1263600,66052636,8,8,8,8,8,8,8,8,8,8,8
"3528","Würenlingen",2660500,1263500,66052635,58,47,47,44,43,44,40,42,39,33,29
"3529","Untersiggenthal",2660500,1263400,66052634,69,80,81,83,76,83,74,77,73,83,84
"3530","Würenlingen",2660500,1263400,66052634,69,80,81,83,76,83,74,77,73,83,84
"3531","Untersiggenthal",2660500,1263300,66052633,46,37,39,34,36,33,34,32,36,36,34
"3532","Untersiggenthal",2660500,1263200,66052632,17,28,30,30,26,27,28,31,31,30,29
"3533","Untersiggenthal",2660500,1263100,66052631,26,14,14,11,14,13,15,13,17,17,14
"3534","Untersiggenthal",2660500,1261800,66052618,3,3,3,3,3,3,3,3,5,6,5
"3535","Gebenstorf",2660500,1261300,66052613,9,13,12,12,11,11,14,16,16,13,15
"3536","Gebenstorf",2660500,1261200,66052612,6,6,6,6,6,5,4,3,7,8,8
"3537","Gebenstorf",2660500,1260700,66052607,25,13,9,11,11,25,24,21,20,24,24
"3538","Gebenstorf",2660500,1260600,66052606,45,66,60,62,51,57,56,55,52,49,15
"3539","Gebenstorf",2660500,1260500,66052605,10,10,10,10,10,11,11,9,11,11,12
"3540","Gebenstorf",2660500,1260000,66052600,15,9,10,9,10,9,7,16,17,18,18
"3541","Gebenstorf",2660500,1259900,66052599,10,10,8,8,8,7,10,7,3,3,3
"3542","Gebenstorf",2660500,1259700,66052597,5,6,6,6,7,6,6,6,7,7,7
"3543","Gebenstorf",2660500,1259600,66052596,44,44,44,41,45,43,38,28,34,36,34
"3544","Gebenstorf",2660500,1259500,66052595,27,25,23,27,24,24,23,37,33,27,33
"3545","Gebenstorf",2660500,1259400,66052594,29,15,19,23,23,22,23,29,21,22,26
"3546","Gebenstorf",2660500,1259300,66052593,23,18,18,19,20,21,24,24,20,21,19
"3547","Gebenstorf",2660500,1259200,66052592,90,101,104,103,98,99,95,97,97,94,73
"3548","Gebenstorf",2660500,1259100,66052591,47,49,49,45,50,51,52,50,51,49,55
"3549","Gebenstorf",2660500,1259000,66052590,80,82,85,82,82,76,75,69,70,57,26
"3550","Gebenstorf",2660500,1258900,66052589,29,32,35,37,36,40,41,35,34,31,29
"3551","Gebenstorf",2660500,1258800,66052588,32,33,34,33,30,24,24,19,19,22,22
"3552","Birmenstorf (AG)",2660500,1257300,66052573,33,33,33,33,33,33,33,33,33,33,33
"3553","Birmenstorf (AG)",2660500,1257200,66052572,16,13,10,13,15,15,15,15,15,9,7
"3554","Wohlenschwil",2660500,1252300,66052523,3,3,3,3,3,3,3,3,3,3,3
"3555","Mägenwil",2660500,1252000,66052520,3,3,3,3,3,3,3,3,3,3,3
"3556","Mägenwil",2660500,1251900,66052519,24,23,21,22,22,21,20,19,20,20,21
"3557","Mägenwil",2660500,1251800,66052518,38,43,44,38,44,41,44,41,41,40,39
"3558","Mägenwil",2660500,1251700,66052517,37,34,35,35,36,36,38,25,25,15,8
"3559","Mägenwil",2660500,1251600,66052516,26,26,22,25,24,24,25,22,23,11,11
"3560","Mägenwil",2660500,1251500,66052515,10,14,16,15,17,17,16,14,16,13,15
"3561","Mägenwil",2660500,1251400,66052514,39,39,40,40,38,37,39,49,48,50,51
"3562","Mägenwil",2660500,1251300,66052513,35,47,47,46,46,47,47,24,24,18,18
"3563","Mägenwil",2660500,1251200,66052512,26,26,28,28,27,28,28,44,38,40,39
"3564","Würenlingen",2660400,1263800,66042638,4,6,6,5,5,5,5,5,6,5,5
"3565","Untersiggenthal",2660400,1263400,66042634,22,22,26,33,36,35,35,33,31,34,34
"3566","Würenlingen",2660400,1263400,66042634,22,22,26,33,36,35,35,33,31,34,34
"3567","Untersiggenthal",2660400,1263300,66042633,57,57,55,55,57,54,60,56,51,47,44
"3568","Untersiggenthal",2660400,1263200,66042632,47,54,51,62,53,55,51,54,66,63,58
"3569","Untersiggenthal",2660400,1263100,66042631,138,109,110,104,112,115,117,107,110,106,110
"3570","Untersiggenthal",2660400,1263000,66042630,12,15,15,10,14,13,12,15,15,15,15
"3571","Untersiggenthal",2660400,1261800,66042618,3,3,3,3,3,3,3,3,3,7,6
"3572","Gebenstorf",2660400,1261500,66042615,3,3,3,3,3,3,4,4,4,3,3
"3573","Untersiggenthal",2660400,1261500,66042615,3,3,3,3,3,3,4,4,4,3,3
"3574","Gebenstorf",2660400,1261000,66042610,6,6,8,8,9,10,4,6,3,3,3
"3575","Gebenstorf",2660400,1260900,66042609,11,11,10,12,13,13,13,13,11,13,16
"3576","Gebenstorf",2660400,1260800,66042608,61,61,65,62,57,44,47,44,47,47,33
"3577","Gebenstorf",2660400,1260700,66042607,80,46,47,48,50,36,36,32,31,16,18
"3578","Gebenstorf",2660400,1260600,66042606,79,54,34,34,34,33,34,32,34,32,37
"3579","Gebenstorf",2660400,1260500,66042605,28,27,27,28,28,28,31,38,42,32,34
"3580","Gebenstorf",2660400,1260400,66042604,6,6,6,6,6,6,6,6,6,6,6
"3581","Gebenstorf",2660400,1260300,66042603,3,3,3,3,3,3,3,3,3,3,3
"3582","Gebenstorf",2660400,1260200,66042602,25,20,28,24,20,26,23,17,18,16,15
"3583","Gebenstorf",2660400,1260100,66042601,22,27,24,24,19,24,24,18,17,16,12
"3584","Gebenstorf",2660400,1260000,66042600,4,4,4,4,4,4,4,4,4,4,4
"3585","Gebenstorf",2660400,1259600,66042596,18,19,20,20,21,19,16,14,15,17,16
"3586","Gebenstorf",2660400,1259500,66042595,57,45,50,50,47,46,46,27,24,29,28
"3587","Gebenstorf",2660400,1259400,66042594,53,53,47,46,49,49,48,69,65,66,65
"3588","Gebenstorf",2660400,1259300,66042593,37,27,23,33,33,29,27,31,31,30,28
"3589","Gebenstorf",2660400,1259200,66042592,23,18,20,18,18,16,16,18,16,17,17
"3590","Gebenstorf",2660400,1259100,66042591,3,16,17,15,18,19,17,3,3,3,4
"3591","Gebenstorf",2660400,1259000,66042590,89,82,85,83,79,76,77,91,90,85,89
"3592","Gebenstorf",2660400,1258900,66042589,50,46,57,59,58,59,61,59,61,58,58
"3593","Gebenstorf",2660400,1258800,66042588,54,60,58,57,65,63,69,60,63,61,57
"3594","Gebenstorf",2660400,1258700,66042587,28,21,21,21,21,21,20,30,30,31,31
"3595","Birmenstorf (AG)",2660400,1257500,66042575,3,3,3,3,4,4,4,4,3,3,3
"3596","Mägenwil",2660400,1252100,66042521,4,4,4,4,4,4,4,4,4,4,4
"3597","Wohlenschwil",2660400,1252100,66042521,4,4,4,4,4,4,4,4,4,4,4
"3598","Mägenwil",2660400,1252000,66042520,3,8,8,8,8,8,8,3,4,4,4
"3599","Mägenwil",2660400,1251900,66042519,44,44,43,44,41,48,47,18,17,19,19
"3600","Mägenwil",2660400,1251800,66042518,102,105,104,99,101,98,97,82,79,71,65
"3601","Mägenwil",2660400,1251700,66042517,50,46,43,44,49,48,45,25,25,26,25
"3602","Mägenwil",2660400,1251600,66042516,56,54,51,36,22,18,19,15,14,26,21
"3603","Mägenwil",2660400,1251500,66042515,22,17,17,18,18,18,18,21,21,19,19
"3604","Mägenwil",2660400,1251400,66042514,40,39,39,38,39,40,40,31,29,29,29
"3605","Mägenwil",2660400,1251300,66042513,47,41,42,44,44,45,42,55,56,56,51
"3606","Mägenwil",2660400,1251200,66042512,22,18,18,18,17,17,17,25,26,31,30
"3607","Mägenwil",2660400,1251000,66042510,3,3,3,3,3,3,3,3,3,3,3
"3608","Untersiggenthal",2660300,1263300,66032633,3,3,3,3,3,3,3,3,3,3,3
"3609","Gebenstorf",2660300,1261800,66032618,3,3,3,3,3,3,3,3,3,3,3
"3610","Untersiggenthal",2660300,1261800,66032618,3,3,3,3,3,3,3,3,3,3,3
"3611","Gebenstorf",2660300,1261700,66032617,14,16,16,17,16,17,10,9,7,10,11
"3612","Untersiggenthal",2660300,1261700,66032617,14,16,16,17,16,17,10,9,7,10,11
"3613","Gebenstorf",2660300,1261600,66032616,8,4,4,5,6,5,5,4,5,6,4
"3614","Untersiggenthal",2660300,1261600,66032616,8,4,4,5,6,5,5,4,5,6,4
"3615","Gebenstorf",2660300,1261000,66032610,3,3,3,3,3,3,3,7,8,8,11
"3616","Gebenstorf",2660300,1260900,66032609,7,11,7,9,9,9,10,4,4,4,5
"3617","Gebenstorf",2660300,1260800,66032608,38,33,36,33,37,34,35,36,38,39,41
"3618","Gebenstorf",2660300,1260700,66032607,53,49,48,53,61,62,19,19,22,28,25
"3619","Gebenstorf",2660300,1260600,66032606,42,44,22,23,23,23,18,19,18,17,22
"3620","Gebenstorf",2660300,1260500,66032605,18,27,28,23,23,25,26,27,26,27,28
"3621","Gebenstorf",2660300,1260400,66032604,56,50,52,51,53,53,54,61,60,62,61
"3622","Gebenstorf",2660300,1260300,66032603,11,14,14,14,15,16,15,15,22,22,19
"3623","Gebenstorf",2660300,1260200,66032602,16,13,15,18,17,17,15,18,17,16,17
"3624","Gebenstorf",2660300,1259400,66032594,35,31,36,33,33,33,32,31,33,37,30
"3625","Gebenstorf",2660300,1259300,66032593,70,71,70,70,78,77,76,80,80,74,71
"3626","Gebenstorf",2660300,1259200,66032592,52,53,50,58,47,53,55,70,67,63,64
"3627","Gebenstorf",2660300,1259100,66032591,24,25,20,22,23,20,23,19,21,19,18
"3628","Gebenstorf",2660300,1259000,66032590,50,50,52,51,52,53,53,50,48,49,50
"3629","Gebenstorf",2660300,1258900,66032589,29,21,21,19,20,23,21,26,27,27,24
"3630","Gebenstorf",2660300,1258800,66032588,58,54,54,54,53,55,56,57,60,54,62
"3631","Gebenstorf",2660300,1258700,66032587,9,9,9,9,9,9,9,9,10,9,9
"3632","Birmenstorf (AG)",2660300,1258200,66032582,3,3,3,3,3,3,3,3,3,3,3
"3633","Gebenstorf",2660300,1258200,66032582,3,3,3,3,3,3,3,3,3,3,3
"3634","Birmenstorf (AG)",2660300,1257700,66032577,3,3,3,3,3,3,3,3,3,3,3
